# LAMMPS data file written by OVITO Basic 3.10.6

21114 atoms
3601 bonds
2 atom types
1 bond types

-63.225 63.225 xlo xhi
-63.225 63.225 ylo yhi
-126.45 126.45 zlo zhi

Atoms  # full

1 1 1 0.0 0.0387101224 -17.979145156 -58.5656413997
2 1 1 0.0 -0.0364911763 -18.4342100911 -53.2478491919
3 1 1 0.0 0.0199373951 -17.9669719958 -48.0578491919
4 1 1 0.0 -0.0364911763 -18.4342100911 -42.8678491919
5 1 1 0.0 0.0199373951 -17.9669719958 -37.6778491919
6 1 1 0.0 -0.0364911763 -18.4342100911 -32.4878491919
7 1 1 0.0 0.0199373951 -17.9669719958 -27.2978491919
8 1 1 0.0 -0.0364911763 -18.4342100911 -22.1078491919
9 1 1 0.0 0.0199373951 -17.9669719958 -16.9178491919
10 1 1 0.0 -0.0364911763 -18.4342100911 -11.7278491919
11 1 1 0.0 0.0199373951 -17.9669719958 -6.5378491919
12 1 1 0.0 -0.0364911763 -18.4342100911 -1.3478491919
13 1 1 0.0 0.0199373951 -17.9669719958 3.8421508081
14 1 1 0.0 -0.0364911763 -18.4342100911 9.0321508081
15 1 1 0.0 0.0199373951 -17.9669719958 14.2221508081
16 1 1 0.0 -0.0364911763 -18.4342100911 19.4121508081
17 1 1 0.0 0.0199373951 -17.9669719958 24.6021508081
18 1 1 0.0 -0.0364911763 -18.4342100911 29.7921508081
19 1 1 0.0 0.0199373951 -17.9669719958 34.9821508081
20 1 1 0.0 -0.0364911763 -18.4342100911 40.1721508081
21 1 1 0.0 0.0199373951 -17.9669719958 45.3621508081
22 1 1 0.0 -0.0364911763 -18.4342100911 50.5521508081
23 1 1 0.0 0.0199373951 -17.9669719958 55.7421508081
24 1 1 0.0 0.033589569 -18.3544336936 61.1904178888
25 1 1 0.0 4.3954828496 -22.0520997015 -61.3092777634
26 1 1 0.0 4.322842157 -22.5094958054 -55.9924682396
27 1 1 0.0 4.3730326332 -22.0400672339 -50.8024682396
28 1 1 0.0 4.322842157 -22.5094958054 -45.6125158586
29 1 1 0.0 4.3730326332 -22.0400672339 -40.4225158586
30 1 1 0.0 4.322842157 -22.5094958054 -35.2324682396
31 1 1 0.0 4.3730326332 -22.0400672339 -30.0424682396
32 1 1 0.0 4.322842157 -22.5094958054 -24.8525158586
33 1 1 0.0 4.3730326332 -22.0400672339 -19.6624682396
34 1 1 0.0 4.322842157 -22.5094958054 -14.4724682396
35 1 1 0.0 4.3730326332 -22.0400672339 -9.2825158586
36 1 1 0.0 4.322842157 -22.5094958054 -4.0924682396
37 1 1 0.0 4.3730326332 -22.0400672339 1.0974841414
38 1 1 0.0 4.322842157 -22.5094958054 6.2874841414
39 1 1 0.0 4.3730326332 -22.0400672339 11.4775317604
40 1 1 0.0 4.322842157 -22.5094958054 16.6675317604
41 1 1 0.0 4.3730326332 -22.0400672339 21.8574841414
42 1 1 0.0 4.322842157 -22.5094958054 27.0475317604
43 1 1 0.0 4.3730326332 -22.0400672339 32.2375317604
44 1 1 0.0 4.322842157 -22.5094958054 37.4274841414
45 1 1 0.0 4.3730326332 -22.0400672339 42.6175317604
